what,kind,bundleId,bundleVersion,description,time
locale,sysinfo,,,"en_US",1324391359447
processors,sysinfo,,,"8",1324391359447
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1324391359447
java.runtime.version,sysinfo,,,"1.6.0_26-b03-383-11A511",1324391359447
java.specification.name,sysinfo,,,"Java Platform API Specification",1324391359447
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1324391359447
java.specification.version,sysinfo,,,"1.6",1324391359447
java.vendor,sysinfo,,,"Apple Inc.",1324391359447
java.version,sysinfo,,,"1.6.0_26",1324391359447
java.vm.info,sysinfo,,,"mixed mode",1324391359447
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1324391359447
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1324391359447
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1324391359447
java.vm.specification.version,sysinfo,,,"1.0",1324391359447
java.vm.vendor,sysinfo,,,"Apple Inc.",1324391359447
java.vm.version,sysinfo,,,"20.1-b02-383",1324391359447
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1324391359452
started,bundle,com.android.ide.eclipse.traceview,14.0.0.v201110171935-205994,"com.android.ide.eclipse.traceview",1324391361560
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1324391362447
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1324391404711
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1324391404718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324391408320
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324391409624
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.cleanAction",1324391409700
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1324391414138
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324391414484
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1324391416885
